year,quarter,state_name/ut_name,districts_name,total_transactions_count,total_transactions_amount
2020,2,madhya-pradesh,shajapur district,45,10193.0
2020,2,madhya-pradesh,ujjain district,178,35526.0
2020,2,madhya-pradesh,bhind district,32,7075.0
2020,2,madhya-pradesh,tikamgarh district,25,5562.0
2020,2,madhya-pradesh,seoni district,57,13663.0
2020,2,madhya-pradesh,harda district,32,6913.0
2020,2,madhya-pradesh,burhanpur district,51,11730.0
2020,2,madhya-pradesh,damoh district,57,11144.0
2020,2,madhya-pradesh,bhopal district,1085,192080.0
2020,2,madhya-pradesh,jhabua district,17,4009.0
2020,2,madhya-pradesh,dhar district,131,28292.0
2020,2,madhya-pradesh,guna district,34,7537.0
2020,2,madhya-pradesh,east nimar district,83,16720.0
2020,2,madhya-pradesh,chhindwara district,73,16441.0
2020,2,madhya-pradesh,umaria district,26,5735.0
2020,2,madhya-pradesh,mandla district,22,6263.0
2020,2,madhya-pradesh,indore district,1839,307509.0
2020,2,madhya-pradesh,shahdol district,38,8716.0
2020,2,madhya-pradesh,ratlam district,96,19723.0
2020,2,madhya-pradesh,panna district,5,1289.0
2020,2,madhya-pradesh,chhatarpur district,30,6048.0
2020,3,madhya-pradesh,morena district,155,30342.0
2020,3,madhya-pradesh,alirajpur district,40,7804.0
2020,3,madhya-pradesh,sehore district,254,53074.0
2020,3,madhya-pradesh,rajgarh district,177,36090.0
2020,3,madhya-pradesh,khargone district,223,49369.0
2020,3,madhya-pradesh,satna district,287,64817.0
2020,3,madhya-pradesh,narsinghpur district,173,46817.0
2020,3,madhya-pradesh,jabalpur district,849,232913.0
2020,3,madhya-pradesh,hoshangabad district,256,61050.0
2020,3,madhya-pradesh,vidisha district,179,42412.0
2020,3,madhya-pradesh,balaghat district,224,55341.0
2020,3,madhya-pradesh,singrauli district,221,55315.0
2020,3,madhya-pradesh,betul district,316,69680.0
2020,3,madhya-pradesh,sidhi district,131,28868.0
2020,3,madhya-pradesh,datia district,62,13613.0
2020,3,madhya-pradesh,dewas district,519,173166.0
2020,3,madhya-pradesh,sheopur district,31,6301.0
2020,3,madhya-pradesh,neemuch district,110,23213.0
2020,3,madhya-pradesh,raisen district,208,47455.0
2020,3,madhya-pradesh,mandsaur district,215,58951.0
2020,3,madhya-pradesh,barwani district,125,29863.0
2020,3,madhya-pradesh,katni district,179,48319.0
2020,3,madhya-pradesh,dindori district,46,8452.0
2020,3,madhya-pradesh,shivpuri district,112,22721.0
2020,3,madhya-pradesh,gwalior district,786,197464.0
2020,3,madhya-pradesh,anuppur district,78,17894.0
2020,3,madhya-pradesh,agar malwa district,82,14452.0
2020,3,madhya-pradesh,ashoknagar district,52,9239.0
2020,3,madhya-pradesh,sagar district,362,93543.0
2020,3,madhya-pradesh,niwari district,30,6624.0
2020,3,madhya-pradesh,rewa district,319,78774.0
2020,3,madhya-pradesh,shajapur district,178,35638.0
2020,3,madhya-pradesh,ujjain district,435,99084.0
2020,3,madhya-pradesh,bhind district,124,28714.0
2020,3,madhya-pradesh,tikamgarh district,67,13975.0
2020,3,madhya-pradesh,seoni district,184,45507.0
2020,3,madhya-pradesh,harda district,137,35716.0
2020,3,madhya-pradesh,burhanpur district,84,19966.0
2020,3,madhya-pradesh,damoh district,116,32056.0
2020,3,madhya-pradesh,bhopal district,1645,396267.0
2020,3,madhya-pradesh,jhabua district,112,28252.0
2020,3,madhya-pradesh,dhar district,466,102051.0
2020,3,madhya-pradesh,guna district,172,33899.0
2020,3,madhya-pradesh,east nimar district,186,39021.0
2020,3,madhya-pradesh,chhindwara district,329,83081.0
2020,3,madhya-pradesh,umaria district,57,13301.0
2020,3,madhya-pradesh,mandla district,103,20736.0
2020,3,madhya-pradesh,indore district,2651,650508.0
2020,3,madhya-pradesh,shahdol district,165,43751.0
2020,3,madhya-pradesh,ratlam district,309,57232.0
2020,3,madhya-pradesh,panna district,50,9603.0
2020,3,madhya-pradesh,chhatarpur district,105,23832.0
2020,4,madhya-pradesh,morena district,109,41901.0
2020,4,madhya-pradesh,alirajpur district,27,11177.0
2020,4,madhya-pradesh,sehore district,259,76883.0
2020,4,madhya-pradesh,rajgarh district,183,52132.0
2020,4,madhya-pradesh,khargone district,218,77172.0
2020,4,madhya-pradesh,satna district,284,149067.0
2020,4,madhya-pradesh,narsinghpur district,121,57148.0
2020,4,madhya-pradesh,jabalpur district,455,263094.0
2020,4,madhya-pradesh,hoshangabad district,230,98473.0
2020,4,madhya-pradesh,vidisha district,141,64757.0
2020,4,madhya-pradesh,balaghat district,211,77280.0
2020,4,madhya-pradesh,singrauli district,153,116507.0
2020,4,madhya-pradesh,betul district,267,96761.0
2020,4,madhya-pradesh,sidhi district,92,52466.0
2020,4,madhya-pradesh,datia district,46,25707.0
2020,4,madhya-pradesh,dewas district,282,115156.0
2020,4,madhya-pradesh,sheopur district,23,9290.0
2020,4,madhya-pradesh,neemuch district,102,39372.0
2020,4,madhya-pradesh,raisen district,178,64055.0
2020,4,madhya-pradesh,mandsaur district,182,51307.0
2020,4,madhya-pradesh,barwani district,113,47429.0
2020,4,madhya-pradesh,katni district,113,69056.0
2020,4,madhya-pradesh,dindori district,54,30419.0
2020,4,madhya-pradesh,shivpuri district,103,30625.0
2020,4,madhya-pradesh,gwalior district,477,314023.0
2020,4,madhya-pradesh,anuppur district,69,41608.0
2020,4,madhya-pradesh,agar malwa district,73,21125.0
2020,4,madhya-pradesh,ashoknagar district,46,17739.0
2020,4,madhya-pradesh,sagar district,245,99518.0
2020,4,madhya-pradesh,niwari district,21,11912.0
2020,4,madhya-pradesh,rewa district,267,106386.0
2020,4,madhya-pradesh,shajapur district,121,50108.0
2020,4,madhya-pradesh,ujjain district,397,170342.0
2020,4,madhya-pradesh,bhind district,107,48433.0
2020,4,madhya-pradesh,tikamgarh district,52,23206.0
2020,4,madhya-pradesh,seoni district,116,54596.0
2020,4,madhya-pradesh,harda district,77,24418.0
2020,4,madhya-pradesh,burhanpur district,77,25705.0
2020,4,madhya-pradesh,damoh district,97,38456.0
2020,4,madhya-pradesh,bhopal district,1097,587203.0
2020,4,madhya-pradesh,jhabua district,105,41610.0
2020,4,madhya-pradesh,dhar district,359,123734.0
2020,4,madhya-pradesh,guna district,97,22972.0
2020,4,madhya-pradesh,east nimar district,159,56794.0
2020,4,madhya-pradesh,chhindwara district,304,115853.0
2020,4,madhya-pradesh,umaria district,45,34446.0
2020,4,madhya-pradesh,mandla district,80,39727.0
2020,4,madhya-pradesh,indore district,1712,912031.0
2020,4,madhya-pradesh,shahdol district,147,71389.0
2020,4,madhya-pradesh,ratlam district,197,62186.0
2020,4,madhya-pradesh,panna district,59,16853.0
2020,4,madhya-pradesh,chhatarpur district,104,47517.0
2021,1,madhya-pradesh,morena district,150,71346.0
2021,1,madhya-pradesh,alirajpur district,25,9578.0
2021,1,madhya-pradesh,sehore district,322,67533.0
2021,1,madhya-pradesh,rajgarh district,270,60004.0
2021,1,madhya-pradesh,khargone district,347,101796.0
2021,1,madhya-pradesh,satna district,369,153320.0
2021,1,madhya-pradesh,narsinghpur district,173,62588.0
2021,1,madhya-pradesh,jabalpur district,601,303438.0
2021,1,madhya-pradesh,hoshangabad district,214,63729.0
2021,1,madhya-pradesh,vidisha district,206,66309.0
2021,1,madhya-pradesh,balaghat district,308,72331.0
2021,1,madhya-pradesh,singrauli district,223,144336.0
2021,1,madhya-pradesh,betul district,289,122643.0
2021,1,madhya-pradesh,sidhi district,128,106652.0
2021,1,madhya-pradesh,datia district,79,26633.0
2021,1,madhya-pradesh,dewas district,451,132348.0
2021,1,madhya-pradesh,sheopur district,37,12991.0
2021,1,madhya-pradesh,neemuch district,159,46571.0
2021,1,madhya-pradesh,raisen district,217,69019.0
2021,1,madhya-pradesh,mandsaur district,286,69412.0
2021,1,madhya-pradesh,barwani district,193,62216.0
2021,1,madhya-pradesh,katni district,200,89957.0
2021,1,madhya-pradesh,dindori district,54,41711.0
2021,1,madhya-pradesh,shivpuri district,132,44592.0
2021,1,madhya-pradesh,gwalior district,630,303050.0
2021,1,madhya-pradesh,anuppur district,99,42588.0
2021,1,madhya-pradesh,agar malwa district,83,17031.0
2021,1,madhya-pradesh,ashoknagar district,59,17401.0
2021,1,madhya-pradesh,sagar district,324,108422.0
2021,1,madhya-pradesh,niwari district,38,17725.0
2021,1,madhya-pradesh,rewa district,338,156941.0
2021,1,madhya-pradesh,shajapur district,184,44473.0
2021,1,madhya-pradesh,ujjain district,580,180839.0
2021,1,madhya-pradesh,bhind district,161,58415.0
2021,1,madhya-pradesh,tikamgarh district,65,20385.0
2021,1,madhya-pradesh,seoni district,181,87375.0
2021,1,madhya-pradesh,harda district,87,32581.0
2021,1,madhya-pradesh,burhanpur district,108,38238.0
2021,1,madhya-pradesh,damoh district,90,26172.0
2021,1,madhya-pradesh,bhopal district,1322,583286.0
2021,1,madhya-pradesh,jhabua district,145,63050.0
2021,1,madhya-pradesh,dhar district,497,132946.0
2021,1,madhya-pradesh,guna district,152,54237.0
2021,1,madhya-pradesh,east nimar district,172,64291.0
2021,1,madhya-pradesh,chhindwara district,386,159947.0
2021,1,madhya-pradesh,umaria district,49,27703.0
2021,1,madhya-pradesh,mandla district,114,43715.0
2021,1,madhya-pradesh,indore district,2373,1044072.0
2021,1,madhya-pradesh,shahdol district,182,52855.0
2021,1,madhya-pradesh,ratlam district,360,106113.0
2021,1,madhya-pradesh,panna district,70,17385.0
2021,1,madhya-pradesh,chhatarpur district,145,65638.0
2021,2,madhya-pradesh,morena district,157,123142.0
2021,2,madhya-pradesh,alirajpur district,47,33878.0
2021,2,madhya-pradesh,sehore district,253,116026.0
2021,2,madhya-pradesh,rajgarh district,206,130230.0
2021,2,madhya-pradesh,khargone district,275,137140.0
2021,2,madhya-pradesh,satna district,421,352758.0
2021,2,madhya-pradesh,narsinghpur district,179,122436.0
2021,2,madhya-pradesh,jabalpur district,581,371266.0
2021,2,madhya-pradesh,hoshangabad district,360,188133.0
2021,2,madhya-pradesh,vidisha district,169,67220.0
2021,2,madhya-pradesh,balaghat district,265,157789.0
2021,2,madhya-pradesh,singrauli district,203,309593.0
2021,2,madhya-pradesh,betul district,405,265449.0
2021,2,madhya-pradesh,sidhi district,118,89926.0
2021,2,madhya-pradesh,datia district,87,60074.0
2021,2,madhya-pradesh,dewas district,478,257393.0
2021,2,madhya-pradesh,sheopur district,49,20034.0
2021,2,madhya-pradesh,neemuch district,149,62898.0
2021,2,madhya-pradesh,raisen district,213,95022.0
2021,2,madhya-pradesh,mandsaur district,248,88259.0
2021,2,madhya-pradesh,barwani district,166,99335.0
2021,2,madhya-pradesh,katni district,181,117581.0
2021,2,madhya-pradesh,dindori district,66,52845.0
2021,2,madhya-pradesh,shivpuri district,134,114820.0
2021,2,madhya-pradesh,gwalior district,733,524171.0
2021,2,madhya-pradesh,anuppur district,106,61217.0
2021,2,madhya-pradesh,agar malwa district,83,41115.0
2021,2,madhya-pradesh,ashoknagar district,57,27092.0
2021,2,madhya-pradesh,sagar district,395,337878.0
2021,2,madhya-pradesh,niwari district,33,31921.0
2021,2,madhya-pradesh,rewa district,381,337158.0
2021,2,madhya-pradesh,shajapur district,168,90123.0
2021,2,madhya-pradesh,ujjain district,479,275694.0
2021,2,madhya-pradesh,bhind district,178,150391.0
2021,2,madhya-pradesh,tikamgarh district,65,75917.0
2021,2,madhya-pradesh,seoni district,218,131630.0
2021,2,madhya-pradesh,harda district,90,68216.0
2021,2,madhya-pradesh,burhanpur district,109,89957.0
2021,2,madhya-pradesh,damoh district,102,43107.0
2021,2,madhya-pradesh,bhopal district,1609,1026663.0
2021,2,madhya-pradesh,jhabua district,79,38629.0
2021,2,madhya-pradesh,dhar district,445,242729.0
2021,2,madhya-pradesh,guna district,159,85570.0
2021,2,madhya-pradesh,east nimar district,200,141749.0
2021,2,madhya-pradesh,chhindwara district,378,245796.0
2021,2,madhya-pradesh,umaria district,81,52466.0
2021,2,madhya-pradesh,mandla district,131,96384.0
2021,2,madhya-pradesh,indore district,2409,1643068.0
2021,2,madhya-pradesh,shahdol district,169,102915.0
2021,2,madhya-pradesh,ratlam district,343,255117.0
2021,2,madhya-pradesh,panna district,51,25032.0
2021,2,madhya-pradesh,chhatarpur district,142,112439.0
2021,3,madhya-pradesh,morena district,130,77151.0
2021,3,madhya-pradesh,alirajpur district,41,20767.0
2021,3,madhya-pradesh,sehore district,218,135111.0
2021,3,madhya-pradesh,rajgarh district,185,81718.0
2021,3,madhya-pradesh,khargone district,235,131069.0
2021,3,madhya-pradesh,satna district,281,206394.0
2021,3,madhya-pradesh,narsinghpur district,129,73041.0
2021,3,madhya-pradesh,jabalpur district,429,329648.0
2021,3,madhya-pradesh,hoshangabad district,211,150638.0
2021,3,madhya-pradesh,vidisha district,173,79561.0
2021,3,madhya-pradesh,balaghat district,221,159751.0
2021,3,madhya-pradesh,singrauli district,224,259752.0
2021,3,madhya-pradesh,betul district,257,154465.0
2021,3,madhya-pradesh,sidhi district,131,107940.0
2021,3,madhya-pradesh,datia district,54,30543.0
2021,3,madhya-pradesh,dewas district,348,222915.0
2021,3,madhya-pradesh,sheopur district,35,10581.0
2021,3,madhya-pradesh,neemuch district,151,78214.0
2021,3,madhya-pradesh,raisen district,160,92245.0
2021,3,madhya-pradesh,mandsaur district,229,88639.0
2021,3,madhya-pradesh,barwani district,126,63678.0
2021,3,madhya-pradesh,katni district,146,144202.0
2021,3,madhya-pradesh,dindori district,55,47929.0
2021,3,madhya-pradesh,shivpuri district,109,53392.0
2021,3,madhya-pradesh,gwalior district,512,475936.0
2021,3,madhya-pradesh,anuppur district,80,48900.0
2021,3,madhya-pradesh,agar malwa district,74,46693.0
2021,3,madhya-pradesh,ashoknagar district,31,18897.0
2021,3,madhya-pradesh,sagar district,270,161787.0
2021,3,madhya-pradesh,niwari district,18,25038.0
2021,3,madhya-pradesh,rewa district,287,228592.0
2021,3,madhya-pradesh,shajapur district,113,29718.0
2021,3,madhya-pradesh,ujjain district,415,193371.0
2021,3,madhya-pradesh,bhind district,114,75592.0
2021,3,madhya-pradesh,tikamgarh district,77,37534.0
2021,3,madhya-pradesh,seoni district,149,90995.0
2021,3,madhya-pradesh,harda district,74,40713.0
2021,3,madhya-pradesh,burhanpur district,79,53159.0
2021,3,madhya-pradesh,damoh district,75,41380.0
2021,3,madhya-pradesh,bhopal district,983,700198.0
2021,3,madhya-pradesh,jhabua district,104,39182.0
2021,3,madhya-pradesh,dhar district,438,254560.0
2021,3,madhya-pradesh,guna district,142,74308.0
2021,3,madhya-pradesh,east nimar district,139,77928.0
2021,3,madhya-pradesh,chhindwara district,389,301402.0
2021,3,madhya-pradesh,umaria district,54,22653.0
2021,3,madhya-pradesh,mandla district,98,90535.0
2021,3,madhya-pradesh,indore district,2349,1551659.0
2021,3,madhya-pradesh,shahdol district,120,70155.0
2021,3,madhya-pradesh,ratlam district,329,122806.0
2021,3,madhya-pradesh,panna district,75,52197.0
2021,3,madhya-pradesh,chhatarpur district,124,81026.0
2021,4,madhya-pradesh,morena district,201,255258.0
2021,4,madhya-pradesh,alirajpur district,40,26031.0
2021,4,madhya-pradesh,sehore district,282,289700.0
2021,4,madhya-pradesh,rajgarh district,175,162090.0
2021,4,madhya-pradesh,khargone district,257,239898.0
2021,4,madhya-pradesh,satna district,392,499763.0
2021,4,madhya-pradesh,narsinghpur district,166,165876.0
2021,4,madhya-pradesh,jabalpur district,672,791859.0
2021,4,madhya-pradesh,hoshangabad district,252,356304.0
2021,4,madhya-pradesh,vidisha district,124,132482.0
2021,4,madhya-pradesh,balaghat district,248,333621.0
2021,4,madhya-pradesh,singrauli district,334,521508.0
2021,4,madhya-pradesh,betul district,325,329113.0
2021,4,madhya-pradesh,sidhi district,179,281145.0
2021,4,madhya-pradesh,datia district,90,105862.0
2021,4,madhya-pradesh,dewas district,347,392812.0
2021,4,madhya-pradesh,sheopur district,47,72924.0
2021,4,madhya-pradesh,neemuch district,146,172539.0
2021,4,madhya-pradesh,raisen district,233,226422.0
2021,4,madhya-pradesh,mandsaur district,248,193893.0
2021,4,madhya-pradesh,barwani district,74,123222.0
2021,4,madhya-pradesh,katni district,207,248784.0
2021,4,madhya-pradesh,dindori district,61,81880.0
2021,4,madhya-pradesh,shivpuri district,131,162002.0
2021,4,madhya-pradesh,gwalior district,879,1082459.0
2021,4,madhya-pradesh,anuppur district,106,165242.0
2021,4,madhya-pradesh,agar malwa district,66,35306.0
2021,4,madhya-pradesh,ashoknagar district,63,43429.0
2021,4,madhya-pradesh,sagar district,357,376821.0
2021,4,madhya-pradesh,niwari district,50,46507.0
2021,4,madhya-pradesh,rewa district,332,397365.0
2021,4,madhya-pradesh,shajapur district,134,100216.0
2021,4,madhya-pradesh,ujjain district,524,561237.0
2021,4,madhya-pradesh,bhind district,137,151207.0
2021,4,madhya-pradesh,tikamgarh district,83,90321.0
2021,4,madhya-pradesh,seoni district,189,243831.0
2021,4,madhya-pradesh,harda district,81,113837.0
2021,4,madhya-pradesh,burhanpur district,105,115074.0
2021,4,madhya-pradesh,damoh district,115,81416.0
2021,4,madhya-pradesh,bhopal district,1534,1918374.0
2021,4,madhya-pradesh,jhabua district,86,177406.0
2021,4,madhya-pradesh,dhar district,270,394998.0
2021,4,madhya-pradesh,guna district,188,134145.0
2021,4,madhya-pradesh,east nimar district,184,163460.0
2021,4,madhya-pradesh,chhindwara district,372,497400.0
2021,4,madhya-pradesh,umaria district,88,94706.0
2021,4,madhya-pradesh,mandla district,112,157188.0
2021,4,madhya-pradesh,indore district,3226,3536081.0
2021,4,madhya-pradesh,shahdol district,167,185045.0
2021,4,madhya-pradesh,ratlam district,150,228767.0
2021,4,madhya-pradesh,panna district,68,88238.0
2021,4,madhya-pradesh,chhatarpur district,172,179368.0
2022,1,madhya-pradesh,morena district,147,239379.0
2022,1,madhya-pradesh,alirajpur district,33,45934.0
2022,1,madhya-pradesh,sehore district,177,234674.0
2022,1,madhya-pradesh,rajgarh district,151,153700.0
2022,1,madhya-pradesh,khargone district,209,283056.0
2022,1,madhya-pradesh,satna district,393,533125.0
2022,1,madhya-pradesh,narsinghpur district,125,234242.0
2022,1,madhya-pradesh,jabalpur district,694,992911.0
2022,1,madhya-pradesh,hoshangabad district,198,312689.0
2022,1,madhya-pradesh,vidisha district,98,126953.0
2022,1,madhya-pradesh,balaghat district,183,291829.0
2022,1,madhya-pradesh,singrauli district,325,496325.0
2022,1,madhya-pradesh,betul district,240,357910.0
2022,1,madhya-pradesh,sidhi district,133,219895.0
2022,1,madhya-pradesh,datia district,70,105969.0
2022,1,madhya-pradesh,dewas district,334,486386.0
2022,1,madhya-pradesh,sheopur district,44,52015.0
2022,1,madhya-pradesh,neemuch district,124,157703.0
2022,1,madhya-pradesh,raisen district,154,201672.0
2022,1,madhya-pradesh,mandsaur district,182,242949.0
2022,1,madhya-pradesh,barwani district,96,127556.0
2022,1,madhya-pradesh,katni district,175,267278.0
2022,1,madhya-pradesh,dindori district,71,102201.0
2022,1,madhya-pradesh,shivpuri district,112,186867.0
2022,1,madhya-pradesh,gwalior district,794,1131189.0
2022,1,madhya-pradesh,anuppur district,100,111962.0
2022,1,madhya-pradesh,agar malwa district,57,61142.0
2022,1,madhya-pradesh,ashoknagar district,49,72506.0
2022,1,madhya-pradesh,sagar district,278,464547.0
2022,1,madhya-pradesh,niwari district,35,49002.0
2022,1,madhya-pradesh,rewa district,311,438555.0
2022,1,madhya-pradesh,shajapur district,104,97944.0
2022,1,madhya-pradesh,ujjain district,541,675707.0
2022,1,madhya-pradesh,bhind district,132,248258.0
2022,1,madhya-pradesh,tikamgarh district,70,95935.0
2022,1,madhya-pradesh,seoni district,168,261658.0
2022,1,madhya-pradesh,harda district,77,140753.0
2022,1,madhya-pradesh,burhanpur district,69,138965.0
2022,1,madhya-pradesh,damoh district,73,64133.0
2022,1,madhya-pradesh,bhopal district,1432,2382094.0
2022,1,madhya-pradesh,jhabua district,94,159813.0
2022,1,madhya-pradesh,dhar district,304,411503.0
2022,1,madhya-pradesh,guna district,160,150229.0
2022,1,madhya-pradesh,east nimar district,129,180117.0
2022,1,madhya-pradesh,chhindwara district,333,633829.0
2022,1,madhya-pradesh,umaria district,59,75393.0
2022,1,madhya-pradesh,mandla district,81,113248.0
2022,1,madhya-pradesh,indore district,3338,4391052.0
2022,1,madhya-pradesh,shahdol district,159,225529.0
2022,1,madhya-pradesh,ratlam district,179,339619.0
2022,1,madhya-pradesh,panna district,61,85047.0
2022,1,madhya-pradesh,chhatarpur district,136,248515.0
2022,2,madhya-pradesh,morena district,177,303280.0
2022,2,madhya-pradesh,alirajpur district,59,81021.0
2022,2,madhya-pradesh,sehore district,188,213600.0
2022,2,madhya-pradesh,rajgarh district,164,264110.0
2022,2,madhya-pradesh,khargone district,219,255459.0
2022,2,madhya-pradesh,satna district,388,524950.0
2022,2,madhya-pradesh,narsinghpur district,126,192017.0
2022,2,madhya-pradesh,jabalpur district,676,1002513.0
2022,2,madhya-pradesh,hoshangabad district,242,306538.0
2022,2,madhya-pradesh,vidisha district,138,198594.0
2022,2,madhya-pradesh,balaghat district,208,308085.0
2022,2,madhya-pradesh,singrauli district,336,662156.0
2022,2,madhya-pradesh,betul district,264,378920.0
2022,2,madhya-pradesh,sidhi district,160,277853.0
2022,2,madhya-pradesh,datia district,58,89341.0
2022,2,madhya-pradesh,dewas district,352,461324.0
2022,2,madhya-pradesh,sheopur district,52,33216.0
2022,2,madhya-pradesh,neemuch district,129,194896.0
2022,2,madhya-pradesh,raisen district,185,231386.0
2022,2,madhya-pradesh,mandsaur district,197,240773.0
2022,2,madhya-pradesh,barwani district,129,174201.0
2022,2,madhya-pradesh,katni district,167,252497.0
2022,2,madhya-pradesh,dindori district,74,91921.0
2022,2,madhya-pradesh,shivpuri district,97,126849.0
2022,2,madhya-pradesh,gwalior district,888,1206830.0
2022,2,madhya-pradesh,anuppur district,86,138886.0
2022,2,madhya-pradesh,agar malwa district,62,85100.0
2022,2,madhya-pradesh,ashoknagar district,59,152302.0
2022,2,madhya-pradesh,sagar district,307,489137.0
2022,2,madhya-pradesh,niwari district,63,87429.0
2022,2,madhya-pradesh,rewa district,389,563082.0
2022,2,madhya-pradesh,shajapur district,141,161237.0
2022,2,madhya-pradesh,ujjain district,501,637321.0
2022,2,madhya-pradesh,bhind district,145,239082.0
2022,2,madhya-pradesh,tikamgarh district,73,102692.0
2022,2,madhya-pradesh,seoni district,174,314737.0
2022,2,madhya-pradesh,harda district,60,139774.0
2022,2,madhya-pradesh,burhanpur district,72,122862.0
2022,2,madhya-pradesh,damoh district,67,77665.0
2022,2,madhya-pradesh,bhopal district,1558,2101745.0
2022,2,madhya-pradesh,jhabua district,103,123388.0
2022,2,madhya-pradesh,dhar district,430,467154.0
2022,2,madhya-pradesh,guna district,173,161751.0
2022,2,madhya-pradesh,east nimar district,165,199610.0
2022,2,madhya-pradesh,chhindwara district,344,537424.0
2022,2,madhya-pradesh,umaria district,53,79549.0
2022,2,madhya-pradesh,mandla district,113,174057.0
2022,2,madhya-pradesh,indore district,3158,4107710.0
2022,2,madhya-pradesh,shahdol district,165,215269.0
2022,2,madhya-pradesh,ratlam district,250,293981.0
2022,2,madhya-pradesh,panna district,66,110365.0
2022,2,madhya-pradesh,chhatarpur district,179,203459.0
2022,3,madhya-pradesh,morena district,238,274536.0
2022,3,madhya-pradesh,alirajpur district,68,60968.0
2022,3,madhya-pradesh,sehore district,329,458455.0
2022,3,madhya-pradesh,rajgarh district,211,221612.0
2022,3,madhya-pradesh,khargone district,376,498355.0
2022,3,madhya-pradesh,satna district,484,593095.0
2022,3,madhya-pradesh,narsinghpur district,228,387800.0
2022,3,madhya-pradesh,jabalpur district,1193,1547332.0
2022,3,madhya-pradesh,hoshangabad district,279,432084.0
2022,3,madhya-pradesh,vidisha district,146,162346.0
2022,3,madhya-pradesh,balaghat district,324,400132.0
2022,3,madhya-pradesh,singrauli district,550,768082.0
2022,3,madhya-pradesh,betul district,390,477663.0
2022,3,madhya-pradesh,sidhi district,254,334550.0
2022,3,madhya-pradesh,datia district,125,177283.0
2022,3,madhya-pradesh,dewas district,549,773666.0
2022,3,madhya-pradesh,sheopur district,59,85139.0
2022,3,madhya-pradesh,neemuch district,184,309205.0
2022,3,madhya-pradesh,raisen district,265,334124.0
2022,3,madhya-pradesh,mandsaur district,299,390958.0
2022,3,madhya-pradesh,barwani district,184,247854.0
2022,3,madhya-pradesh,katni district,330,410756.0
2022,3,madhya-pradesh,dindori district,132,150203.0
2022,3,madhya-pradesh,shivpuri district,168,224706.0
2022,3,madhya-pradesh,gwalior district,1415,1706159.0
2022,3,madhya-pradesh,anuppur district,136,250516.0
2022,3,madhya-pradesh,agar malwa district,104,168652.0
2022,3,madhya-pradesh,ashoknagar district,78,94729.0
2022,3,madhya-pradesh,sagar district,488,600078.0
2022,3,madhya-pradesh,niwari district,65,124135.0
2022,3,madhya-pradesh,rewa district,596,753227.0
2022,3,madhya-pradesh,shajapur district,155,185322.0
2022,3,madhya-pradesh,ujjain district,715,922071.0
2022,3,madhya-pradesh,bhind district,161,210734.0
2022,3,madhya-pradesh,tikamgarh district,105,138452.0
2022,3,madhya-pradesh,seoni district,281,385270.0
2022,3,madhya-pradesh,harda district,147,178978.0
2022,3,madhya-pradesh,burhanpur district,119,140660.0
2022,3,madhya-pradesh,damoh district,147,121580.0
2022,3,madhya-pradesh,bhopal district,2666,3738867.0
2022,3,madhya-pradesh,jhabua district,209,223202.0
2022,3,madhya-pradesh,dhar district,640,783991.0
2022,3,madhya-pradesh,guna district,270,273489.0
2022,3,madhya-pradesh,east nimar district,191,256217.0
2022,3,madhya-pradesh,chhindwara district,555,773408.0
2022,3,madhya-pradesh,umaria district,78,93319.0
2022,3,madhya-pradesh,mandla district,195,190625.0
2022,3,madhya-pradesh,indore district,4843,5899749.0
2022,3,madhya-pradesh,shahdol district,239,304211.0
2022,3,madhya-pradesh,ratlam district,413,492984.0
2022,3,madhya-pradesh,panna district,112,161502.0
2022,3,madhya-pradesh,chhatarpur district,245,292087.0
2022,4,madhya-pradesh,morena district,303,495347.0
2022,4,madhya-pradesh,alirajpur district,83,91273.0
2022,4,madhya-pradesh,sehore district,372,632000.0
2022,4,madhya-pradesh,rajgarh district,263,364551.0
2022,4,madhya-pradesh,khargone district,440,673655.0
2022,4,madhya-pradesh,satna district,644,922924.0
2022,4,madhya-pradesh,narsinghpur district,234,410106.0
2022,4,madhya-pradesh,jabalpur district,1665,2299836.0
2022,4,madhya-pradesh,hoshangabad district,412,648308.0
2022,4,madhya-pradesh,vidisha district,220,338211.0
2022,4,madhya-pradesh,balaghat district,449,757655.0
2022,4,madhya-pradesh,singrauli district,697,1173189.0
2022,4,madhya-pradesh,betul district,532,659207.0
2022,4,madhya-pradesh,sidhi district,333,549030.0
2022,4,madhya-pradesh,datia district,112,268994.0
2022,4,madhya-pradesh,dewas district,688,1057408.0
2022,4,madhya-pradesh,sheopur district,85,144632.0
2022,4,madhya-pradesh,neemuch district,250,346814.0
2022,4,madhya-pradesh,raisen district,387,586488.0
2022,4,madhya-pradesh,mandsaur district,326,377750.0
2022,4,madhya-pradesh,barwani district,216,396299.0
2022,4,madhya-pradesh,katni district,374,571898.0
2022,4,madhya-pradesh,dindori district,176,257089.0
2022,4,madhya-pradesh,shivpuri district,248,315619.0
2022,4,madhya-pradesh,gwalior district,1685,2252079.0
2022,4,madhya-pradesh,anuppur district,218,343708.0
2022,4,madhya-pradesh,agar malwa district,105,182317.0
2022,4,madhya-pradesh,ashoknagar district,100,183248.0
2022,4,madhya-pradesh,sagar district,603,922139.0
2022,4,madhya-pradesh,niwari district,92,146884.0
2022,4,madhya-pradesh,rewa district,763,1104619.0
2022,4,madhya-pradesh,shajapur district,199,271310.0
